site_id,lat,lon,is_existing,got_tower,got_wisp,tower_year,wisp_year
1135,13.764,-87.315,1,0,0,0,0
1136,13.764,-87.315,1,0,0,0,0
1138,13.766,-87.314,1,0,0,0,0
1140,13.766,-87.314,1,0,0,0,0
1141,13.767,-87.313,1,0,0,0,0
1149,13.775,-87.307,1,0,0,0,0
1161,13.775,-87.307,1,0,0,0,0
7639,13.3498,-87.1109,1,0,0,0,0
7684,13.3688,-87.0746,1,0,0,0,0
7685,13.4194,-87.3917,1,0,0,0,0
7705,13.3992,-87.3193,1,0,1,0,5
7707,13.5416,-87.4812,1,0,0,0,0
7743,13.4354,-86.8099,1,0,0,0,0
7757,13.4912,-87.4435,1,0,0,0,0
7774,13.3676,-87.2895,1,0,0,0,0
7776,13.3815,-87.3043,1,0,0,0,0
7784,13.3681,-87.0164,1,0,1,0,5
7860,13.3631,-86.9912,1,0,0,0,0
7895,13.3601,-86.9831,1,0,0,0,0
7897,13.3702,-86.953,1,0,0,0,0
7970,13.428,-86.8301,1,0,0,0,0
7975,13.4231,-86.8328,1,0,0,0,0
7978,13.5319,-87.4471,1,0,0,0,0
7980,13.3412,-87.1731,1,0,0,0,0
7989,13.3693,-86.9463,1,0,0,0,0
8010,13.4047,-86.8493,1,0,0,0,0
8014,13.4017,-86.8521,1,0,0,0,0
8016,13.3934,-86.8602,1,0,0,0,0
8031,13.3679,-86.9834,1,0,0,0,0
8033,13.3695,-86.9812,1,0,0,0,0
8046,13.3675,-87.0081,1,0,0,0,0
8049,13.3649,-86.9935,1,0,0,0,0
8061,13.5299,-87.4548,1,0,0,0,0
8078,13.43,-87.4266,1,0,0,0,0
8082,13.3627,-87.2819,1,0,0,0,0
8085,13.4044,-86.8501,1,0,0,0,0
8086,13.3719,-87.0546,1,0,0,0,0
8087,13.4321,-86.8181,1,0,0,0,0
8090,13.406,-87.3276,1,0,0,0,0
8098,13.3434,-87.1742,1,0,0,0,0
8121,13.3878,-86.8667,1,0,0,0,0
8123,13.5258,-87.4447,1,0,0,0,0
8132,13.3744,-87.0497,1,0,0,0,0
8135,13.3721,-87.0623,1,0,0,0,0
8137,13.3412,-87.1656,1,0,0,0,0
8139,13.3706,-86.9696,1,0,0,0,0
8142,13.37,-86.9645,1,0,0,0,0
8147,13.3482,-87.1133,1,0,0,0,0
8157,13.3944,-87.3127,1,0,0,0,0
8170,13.4212,-86.8332,1,0,0,0,0
8172,13.3615,-86.9838,1,0,0,0,0
8177,13.3762,-86.8958,1,0,0,0,0
8178,13.3727,-87.0428,1,0,0,0,0
8184,13.4392,-86.8034,1,0,0,0,0
8206,13.5409,-87.4821,1,0,0,0,0
8226,13.3434,-87.1756,1,0,0,0,0
8228,13.3446,-87.2533,1,0,0,0,0
8232,13.4223,-86.8335,1,0,0,0,0
8236,13.5387,-87.4678,1,0,0,0,0
8237,13.4276,-87.4129,1,0,0,0,0
8242,13.3645,-86.9723,1,0,0,0,0
8245,13.3738,-87.0553,1,0,0,0,0
8247,13.4203,-86.8359,1,0,0,0,0
8250,13.5231,-87.442,1,0,0,0,0
8255,13.4395,-86.8038,1,0,0,0,0
8257,13.3667,-86.9267,1,0,0,0,0
8264,13.3659,-87.0807,1,0,0,0,0
8266,13.3687,-86.943,1,0,0,0,0
8268,13.4262,-87.4089,1,0,0,0,0
8275,13.3457,-87.1178,1,0,0,0,0
8278,13.3794,-87.3038,1,0,0,0,0
8284,13.5286,-87.4406,1,0,1,0,3
8286,13.3445,-87.1774,1,0,0,0,0
8291,13.4321,-86.8205,1,0,0,0,0
8295,13.4337,-86.8194,1,0,0,0,0
8299,13.3689,-87.0042,1,0,0,0,0
8308,13.4215,-87.394,1,0,0,0,0
8315,13.3613,-86.9809,1,0,0,0,0
8316,13.4021,-86.8506,1,0,0,0,0
8321,13.373,-87.2954,1,0,0,0,0
8323,13.4308,-87.4257,1,0,0,0,0
8333,13.3701,-86.9568,1,0,0,0,0
8338,13.3896,-86.8629,1,0,0,0,0
8356,13.369,-87.0708,1,0,0,0,0
8359,13.4305,-87.4429,1,0,0,0,0
8362,13.5411,-87.4711,1,0,0,0,0
8367,13.3719,-87.0567,1,0,0,0,0
8376,13.3627,-87.2834,1,0,0,0,0
8383,13.3787,-87.3031,1,0,0,0,0
8393,13.3785,-86.878,1,0,0,0,0
8398,13.4329,-86.8193,1,0,0,0,0
8399,13.4264,-86.8316,1,0,0,0,0
8406,13.5188,-87.4394,1,0,0,0,0
8411,13.3791,-86.8798,1,0,0,0,0
8416,13.3772,-86.8909,1,0,0,0,0
8420,13.3709,-86.9561,1,0,0,0,0
8426,13.371,-86.9177,1,0,0,0,0
8433,13.3716,-87.068,1,0,0,0,0
8434,13.3713,-87.0364,1,0,0,0,0
8435,13.3814,-87.3098,1,0,0,0,0
8437,13.5182,-87.4394,1,0,0,0,0
8457,13.4175,-87.383,1,0,0,0,0
8458,13.3456,-87.256,1,0,0,0,0
8462,13.4408,-86.7944,1,0,1,0,2
8464,13.4367,-86.8079,1,0,0,0,0
8465,13.3769,-86.8844,1,0,0,0,0
8466,13.5414,-87.4855,1,0,0,0,0
8476,13.3674,-87.0795,1,0,0,0,0
8477,13.3685,-87.0068,1,0,0,0,0
8496,13.3757,-86.9058,1,0,1,0,2
8500,13.3601,-87.0929,1,0,0,0,0
8510,13.3722,-87.0517,1,0,0,0,0
8514,13.364,-86.9478,1,0,0,0,0
8519,13.3931,-87.3129,1,0,0,0,0
8523,13.403,-86.8499,1,0,0,0,0
8536,13.4309,-87.4267,1,0,0,0,0
8546,13.3519,-87.2654,1,0,0,0,0
8569,13.4008,-86.8518,1,0,0,0,0
8574,13.3617,-87.0899,1,0,0,0,0
8576,13.3434,-87.1218,1,0,0,0,0
8577,13.3672,-87.0795,1,0,0,0,0
8595,13.4032,-86.8495,1,0,0,0,0
8600,13.4401,-86.8028,1,0,0,0,0
8601,13.372,-87.0551,1,0,0,0,0
8605,14.0461,-87.0983,1,0,0,0,0
8606,14.0459,-87.0813,1,0,0,0,0
