id,name,lat,lon,dept,municipio,connected,year,had_dev,got_dev
162000011,JUAN RAMON MOLINA,15.10689398,-88.48492045,Santa Bárbara,San Luis,1,5,0,1
162000091,LOS LAURELES,15.11467994,-88.50077265,Santa Bárbara,San Luis,1,5,0,1
162000027,ALFONSO CASTELLANOS,15.08775517,-88.49929042,Santa Bárbara,San Luis,1,5,0,1
162000092,FREDISVELDO RAPALO ENAMORADO,15.04837871,-88.48213334,Santa Bárbara,San Luis,1,5,1,0
162000022,ESCUELA LEMPIRA,15.0712458,-88.54978636,Santa Bárbara,San Luis,1,5,0,1
162000090,JUAN RAMON SANTOS,15.08155321,-88.52525644,Santa Bárbara,San Luis,1,5,0,1
162000037,ESCUELA FRANCISCO MORAZAN,15.11113008,-88.52743994,Santa Bárbara,San Luis,1,5,0,1
162000046,FRANCISCO GUZMAN,15.09763806,-88.54971715,Santa Bárbara,San Luis,1,5,1,0
162000007,FAUSTO RODRIGUEZ,15.08314413,-88.53726787,Santa Bárbara,San Luis,1,5,0,1
162000003,ESCUELA JUAN LINDO,15.10906459,-88.55729863,Santa Bárbara,San Luis,1,5,0,1
161600021,CARLOS MEJIA ENAMORADO,15.1100997,-88.5865282,Santa Bárbara,Protección,1,5,0,1
161600020,ROBERTO LOPEZ TINOCO,15.09516773,-88.58924531,Santa Bárbara,Protección,1,5,0,1
161600008,REPUBLICA DE URUGUAY,15.09538761,-88.59653095,Santa Bárbara,Protección,1,5,0,1
161600011,REPUBLICA DE HONDURAS,15.08248177,-88.58227672,Santa Bárbara,Protección,1,5,0,1
161600113,TERESA SARMIENTO CABALLERO,15.08461223,-88.59937137,Santa Bárbara,Protección,1,5,0,1
161600019,RAFAEL MEJIA TORO,15.07351674,-88.58861934,Santa Bárbara,Protección,1,5,0,1
161600023,CARLOS FLORES ALFARO,15.04058545,-88.57640565,Santa Bárbara,Protección,1,5,0,1
161600010,3 DE OCTUBRE,15.03732177,-88.58303132,Santa Bárbara,Protección,1,5,0,1
161600007,FRANCISCO MORAZAN,15.03043367,-88.58964853,Santa Bárbara,Protección,1,5,0,1
161600053,MUNDO INFANTIL,15.02924381,-88.59693077,Santa Bárbara,Protección,1,5,0,1
161600044,MARIA ISABEL REYES,15.02802089,-88.5960382,Santa Bárbara,Protección,1,5,0,1
161600031,JARDIN DE NIÑOS EMIL DANILO GARCIA,15.03089608,-88.58685269,Santa Bárbara,Protección,1,5,0,1
161300013,REPUBLICA DE ALEMANIA,14.99473061,-88.59384769,Santa Bárbara,Naranjito,1,5,0,1
161300008,RAMON ROSA,15.0024024,-88.57981703,Santa Bárbara,Naranjito,1,5,0,1
161300049,RAYO DE LUZ,15.01405206,-88.57338389,Santa Bárbara,Naranjito,1,5,0,1
161300105,SUPERACION,15.01321868,-88.57234558,Santa Bárbara,Naranjito,1,5,0,1
161600047,JOSE TRINIDAD REYES,15.03557483,-88.55592701,Santa Bárbara,Protección,1,5,0,1
162000018,ESCUELA LEMPIRA,15.0290021,-88.51336894,Santa Bárbara,San Luis,1,5,0,1
161300091,HUGO RICARDO HERNANDEZ,14.9728594,-88.54640824,Santa Bárbara,Naranjito,1,5,0,1
160300031,JARDIN DE NIÑOS NIÑOS FELICES,14.97402853,-88.53389273,Santa Bárbara,Atima,1,5,0,1
160300011,DIONISIO DE HERRERA,14.97465925,-88.52880208,Santa Bárbara,Atima,1,5,0,1
161300095,ESPERANZA DEL FUTURO,14.96673916,-88.55457383,Santa Bárbara,Naranjito,1,5,0,1
161300003,RUBEN ANGEL ROSA,14.96604628,-88.55412257,Santa Bárbara,Naranjito,1,5,0,1
161300046,FRATERNIDAD,14.9621797,-88.5762588,Santa Bárbara,Naranjito,1,5,0,1
161300009,EFRAIN TORO RIVERA,14.9786319,-88.56670949,Santa Bárbara,Naranjito,1,5,0,1
161300032,JOSE CECILIO DEL VALLE,14.98242266,-88.58057228,Santa Bárbara,Naranjito,1,5,0,1
161300020,JORGE E GARCIA,14.98745544,-88.59376592,Santa Bárbara,Naranjito,1,5,0,1
161300007,IRENE MOLINA,14.97171315,-88.58955864,Santa Bárbara,Naranjito,1,5,0,1
161300101,LUZ DEL FUTURO,14.96882602,-88.58752915,Santa Bárbara,Naranjito,1,5,0,1
161300017,RICARDO MEMBREÐO,14.95569524,-88.58336987,Santa Bárbara,Naranjito,1,5,0,1
160300021,LEMPIRA,14.87484819,-88.53002968,Santa Bárbara,Atima,1,5,0,1
160300017,REPUBLICA DEL ECUADOR,14.86728062,-88.52494879,Santa Bárbara,Atima,1,5,0,1
160300117,LOS LAURELES,14.88435549,-88.52070068,Santa Bárbara,Atima,1,5,0,1
160300035,MANUEL DE JESUS SUBIRANA,14.87913785,-88.51423291,Santa Bárbara,Atima,1,5,1,0
160300133,NUEVO AMANECER,14.94141841,-88.49148349,Santa Bárbara,Atima,1,5,0,1
160300045,AMOR Y PAZ,14.91545609,-88.49339584,Santa Bárbara,Atima,1,5,0,1
160300005,PRIMERO DE ENERO,14.92672043,-88.49720121,Santa Bárbara,Atima,1,5,1,0
160300063,SALVADOR FLORES RODRIGUEZ,14.92912945,-88.49647422,Santa Bárbara,Atima,1,5,1,0
160300023,CRISTINO TROCHEZ BARAHONA,14.92740981,-88.49267893,Santa Bárbara,Atima,1,5,1,0
160300012,MIGUEL PAZ BARAHONA,14.91115768,-88.47605866,Santa Bárbara,Atima,1,5,0,1
160300022,EL PROGRESO,14.929602,-88.48916163,Santa Bárbara,Atima,1,5,0,1
160300002,FRACISCO MORAZAN,14.93205693,-88.4883233,Santa Bárbara,Atima,1,5,1,0
160300030,JARDIN MARY DE FLORES,14.93560431,-88.45679636,Santa Bárbara,Atima,1,5,0,1
