site_id,lat,lon,is_existing,got_tower,got_wisp,tower_year,wisp_year
1315,15.616,-86.074,1,0,0,0,0
1317,15.617,-86.064,1,0,0,0,0
1325,15.626,-86.031,1,0,0,0,0
1327,15.627,-86.027,1,0,1,0,5
1328,15.617,-85.72,1,0,0,0,0
1329,15.619,-85.713,1,0,0,0,0
1330,15.633,-86.248,1,0,0,0,0
1331,15.633,-86.245,1,0,1,0,5
1332,15.633,-86.239,1,0,0,0,0
1333,15.635,-86.162,1,0,1,0,5
1340,15.637,-86.036,1,0,0,0,0
1341,15.637,-86.035,1,0,1,0,5
1342,15.638,-86.033,1,0,0,0,0
1348,15.634,-86.02,1,0,0,0,0
1354,15.632,-85.721,1,0,0,0,0
1355,15.639,-85.722,1,0,1,0,5
1356,15.639,-85.722,1,0,0,0,0
1357,15.652,-86.205,1,0,0,0,0
1358,15.652,-86.202,1,0,0,0,0
1359,15.655,-86.202,1,0,1,0,5
1360,15.648,-86.138,1,0,0,0,0
1368,15.65,-86.011,1,0,1,0,5
1369,15.65,-86.011,1,0,0,0,0
1391,15.65,-86.009,1,0,0,0,0
1409,15.653,-85.996,1,0,1,0,5
1411,15.653,-86.006,1,0,0,0,0
1417,15.654,-86.007,1,0,1,0,5
1421,15.654,-85.997,1,0,0,0,0
1423,15.654,-86.005,1,0,0,0,0
1424,15.654,-85.997,1,0,0,0,0
1427,15.646,-85.984,1,0,1,0,5
1428,15.646,-85.984,1,0,0,0,0
1430,15.647,-85.982,1,0,0,0,0
1441,15.649,-85.99,1,0,0,0,0
1443,15.65,-85.991,1,0,1,0,5
1444,15.65,-85.989,1,0,0,0,0
1450,15.656,-85.994,1,0,0,0,0
1452,15.657,-85.995,1,0,0,0,0
1455,15.657,-85.994,1,0,1,0,5
1462,15.652,-85.723,1,0,0,0,0
1463,15.663,-86.178,1,0,0,0,0
1464,15.669,-86.188,1,0,0,0,0
1465,15.67,-86.138,1,0,0,0,0
1467,15.66,-86.01,1,0,0,0,0
1468,15.661,-86.01,1,0,1,0,5
1469,15.662,-86.01,1,0,0,0,0
1501,15.669,-86.005,1,0,0,0,0
1503,15.67,-86.006,1,0,1,0,5
1504,15.671,-86.004,1,0,0,0,0
1532,15.672,-85.966,1,0,0,0,0
1533,15.671,-85.959,1,0,0,0,0
1534,15.671,-85.961,1,0,1,0,5
1536,15.674,-85.949,1,0,0,0,0
1537,15.662,-85.722,1,0,0,0,0
1538,15.669,-85.722,1,0,1,0,5
1539,15.675,-86.142,1,0,1,0,5
1540,15.685,-86.126,1,0,1,0,5
1541,15.688,-86.111,1,0,0,0,0
1545,15.676,-85.946,1,0,1,0,5
1546,15.678,-85.944,1,0,0,0,0
1547,15.68,-85.937,1,0,0,0,0
1548,15.682,-85.93,1,0,0,0,0
1549,15.684,-85.93,1,0,1,0,5
1550,15.685,-85.929,1,0,0,0,0
1552,15.69,-85.922,1,0,0,0,0
1553,15.683,-85.719,1,0,0,0,0
1554,15.686,-85.721,1,0,0,0,0
1555,15.701,-86.091,1,0,0,0,0
1556,15.703,-86.087,1,0,0,0,0
1557,15.703,-86.086,1,0,1,0,5
1558,15.696,-86.048,1,0,0,0,0
1561,15.693,-85.935,1,0,1,0,5
1562,15.692,-85.932,1,0,0,0,0
1563,15.702,-85.909,1,0,1,0,5
1564,15.702,-85.91,1,0,0,0,0
1565,15.696,-85.725,1,0,1,0,5
1566,15.693,-85.724,1,0,0,0,0
1567,15.707,-86.076,1,0,0,0,0
1568,15.717,-86.035,1,0,1,0,5
1569,15.718,-86.037,1,0,0,0,0
1572,15.708,-85.924,1,0,0,0,0
1573,15.708,-85.911,1,0,1,0,5
1574,15.708,-85.911,1,0,0,0,0
1581,15.711,-85.914,1,0,0,0,0
